,Unnamed: 0,y0,y1,height,width,front_area,datetime_enter,datetime_leave,duration,class_1,class_2,timedelta_start,timedelta_end,audio_start_s,audio_end_s,entry,exit
139,306,54,299,340,245,83300,2022-09-22 10:48:40.959,2022-09-22 10:48:43.133,2.174,large,large,0 days 00:43:30.959000,0 days 00:43:33.133000,2611,2613,2610.9590000000003,2613.1330000000003
140,308,371,528,151,157,23707,2022-09-22 10:48:52.253,2022-09-22 10:48:52.560,0.307,medium,medium_small,0 days 00:43:42.253000,0 days 00:43:42.560000,2621,2623,2622.253,2622.56
141,310,425,592,166,167,27722,2022-09-22 10:49:07.800,2022-09-22 10:49:08.294,0.494,medium,medium,0 days 00:43:57.800000,0 days 00:43:58.294000,2637,2639,2637.8,2638.2940000000003
142,312,402,568,183,166,30378,2022-09-22 10:49:11.040,2022-09-22 10:49:11.560,0.52,medium,medium,0 days 00:44:01.040000,0 days 00:44:01.560000,2640,2642,2641.04,2641.56
143,314,73,235,209,162,33858,2022-09-22 10:49:11.588,2022-09-22 10:49:12.040,0.452,medium,medium,0 days 00:44:01.588000,0 days 00:44:02.040000,2640,2642,2641.588,2642.04
144,316,97,265,165,168,27720,2022-09-22 10:49:18.534,2022-09-22 10:49:18.921,0.387,medium,medium,0 days 00:44:08.534000,0 days 00:44:08.921000,2647,2649,2648.534,2648.9210000000003
145,318,327,497,158,170,26860,2022-09-22 10:49:40.989,2022-09-22 10:49:41.309,0.32,medium,medium,0 days 00:44:30.989000,0 days 00:44:31.309000,2670,2672,2670.989,2671.309
146,320,381,550,165,169,27885,2022-09-22 10:49:52.149,2022-09-22 10:49:52.655,0.506,medium,medium,0 days 00:44:42.149000,0 days 00:44:42.655000,2681,2683,2682.1490000000003,2682.655
147,322,404,568,147,164,24108,2022-09-22 10:50:16.056,2022-09-22 10:50:16.443,0.387,medium,medium,0 days 00:45:06.056000,0 days 00:45:06.443000,2705,2707,2706.056,2706.443
148,324,124,312,170,188,31960,2022-09-22 10:50:26.523,2022-09-22 10:50:26.870,0.347,medium,medium_big,0 days 00:45:16.523000,0 days 00:45:16.870000,2715,2717,2716.523,2716.8700000000003
149,326,470,519,171,49,8379,2022-09-22 10:51:18.058,2022-09-22 10:51:18.178,0.12,small,small,0 days 00:46:08.058000,0 days 00:46:08.178000,2767,2769,2768.058,2768.1780000000003
150,328,136,302,181,166,30046,2022-09-22 10:51:44.633,2022-09-22 10:51:45.113,0.48,medium,medium,0 days 00:46:34.633000,0 days 00:46:35.113000,2793,2795,2794.6330000000003,2795.1130000000003
151,330,385,558,146,173,25258,2022-09-22 10:51:59.291,2022-09-22 10:51:59.820,0.529,medium,medium_big,0 days 00:46:49.291000,0 days 00:46:49.820000,2808,2810,2809.291,2809.82
152,332,387,555,178,168,29904,2022-09-22 10:52:01.260,2022-09-22 10:52:01.766,0.506,medium,medium,0 days 00:46:51.260000,0 days 00:46:51.766000,2810,2812,2811.26,2811.766
153,334,390,556,148,166,24568,2022-09-22 10:52:08.900,2022-09-22 10:52:09.287,0.387,medium,medium,0 days 00:46:58.900000,0 days 00:46:59.287000,2818,2820,2818.9,2819.2870000000003
154,336,413,570,153,157,24021,2022-09-22 10:52:32.755,2022-09-22 10:52:33.101,0.346,medium,medium_small,0 days 00:47:22.755000,0 days 00:47:23.101000,2841,2843,2842.755,2843.101
155,338,116,283,163,167,27221,2022-09-22 10:52:35.408,2022-09-22 10:52:35.688,0.28,medium,medium,0 days 00:47:25.408000,0 days 00:47:25.688000,2844,2846,2845.4080000000004,2845.688
156,340,405,567,145,162,23490,2022-09-22 10:53:20.716,2022-09-22 10:53:21.236,0.52,medium,medium,0 days 00:48:10.716000,0 days 00:48:11.236000,2889,2891,2890.7160000000003,2891.2360000000003
157,342,391,558,201,167,33567,2022-09-22 10:53:24.663,2022-09-22 10:53:25.717,1.054,medium,medium,0 days 00:48:14.663000,0 days 00:48:15.717000,2894,2896,2894.663,2895.717
158,344,66,134,166,68,11288,2022-09-22 10:53:26.477,2022-09-22 10:53:26.649,0.172,small,small,0 days 00:48:16.477000,0 days 00:48:16.649000,2895,2897,2896.4770000000003,2896.6490000000003
159,346,390,556,155,166,25730,2022-09-22 10:53:51.703,2022-09-22 10:53:52.078,0.375,medium,medium,0 days 00:48:41.703000,0 days 00:48:42.078000,2920,2922,2921.703,2922.078
160,348,119,284,183,165,30195,2022-09-22 10:53:55.304,2022-09-22 10:53:55.730,0.426,medium,medium,0 days 00:48:45.304000,0 days 00:48:45.730000,2924,2926,2925.304,2925.73
161,350,104,256,160,152,24320,2022-09-22 10:53:59.678,2022-09-22 10:54:00.024,0.346,medium,medium_small,0 days 00:48:49.678000,0 days 00:48:50.024000,2928,2930,2929.6780000000003,2930.0240000000003
162,352,376,605,340,229,77860,2022-09-22 10:54:06.451,2022-09-22 10:54:08.424,1.973,large,large,0 days 00:48:56.451000,0 days 00:48:58.424000,2936,2938,2936.451,2938.424
163,354,201,458,425,257,109225,2022-09-22 10:54:11.744,2022-09-22 10:54:13.024,1.28,large,large,0 days 00:49:01.744000,0 days 00:49:03.024000,2941,2943,2941.744,2943.0240000000003
164,356,401,559,174,158,27492,2022-09-22 10:54:23.105,2022-09-22 10:54:23.585,0.48,medium,medium_small,0 days 00:49:13.105000,0 days 00:49:13.585000,2952,2954,2953.105,2953.585
165,358,391,561,196,170,33320,2022-09-22 10:54:27.812,2022-09-22 10:54:28.185,0.373,medium,medium,0 days 00:49:17.812000,0 days 00:49:18.185000,2956,2958,2957.8120000000004,2958.1850000000004
166,360,376,524,151,148,22348,2022-09-22 10:55:12.386,2022-09-22 10:55:12.733,0.347,medium,medium_small,0 days 00:50:02.386000,0 days 00:50:02.733000,3001,3003,3002.386,3002.733
167,362,343,593,353,250,88250,2022-09-22 10:55:25.881,2022-09-22 10:55:27.027,1.146,large,large,0 days 00:50:15.881000,0 days 00:50:17.027000,3015,3017,3015.8810000000003,3017.027
168,364,375,537,159,162,25758,2022-09-22 10:55:37.747,2022-09-22 10:55:38.094,0.347,medium,medium,0 days 00:50:27.747000,0 days 00:50:28.094000,3026,3028,3027.7470000000003,3028.094
169,366,93,326,337,233,78521,2022-09-22 10:55:58.988,2022-09-22 10:56:00.575,1.587,large,large,0 days 00:50:48.988000,0 days 00:50:50.575000,3048,3050,3048.9880000000003,3050.5750000000003
170,368,197,372,171,175,29925,2022-09-22 10:56:13.509,2022-09-22 10:56:13.975,0.466,medium,medium_big,0 days 00:51:03.509000,0 days 00:51:03.975000,3062,3064,3063.509,3063.9750000000004
171,370,53,319,425,266,113050,2022-09-22 10:56:31.883,2022-09-22 10:56:33.963,2.08,large,large,0 days 00:51:21.883000,0 days 00:51:23.963000,3081,3083,3081.8830000000003,3083.963
172,372,65,298,332,233,77356,2022-09-22 10:56:41.016,2022-09-22 10:56:42.244,1.228,large,large,0 days 00:51:31.016000,0 days 00:51:32.244000,3090,3092,3091.016,3092.244
173,374,98,273,161,175,28175,2022-09-22 10:56:44.270,2022-09-22 10:56:44.736,0.466,medium,medium_big,0 days 00:51:34.270000,0 days 00:51:34.736000,3093,3095,3094.27,3094.7360000000003
174,376,367,553,253,186,47058,2022-09-22 10:56:45.190,2022-09-22 10:56:45.819,0.629,medium,medium_big,0 days 00:51:35.190000,0 days 00:51:35.819000,3094,3096,3095.19,3095.8190000000004
175,378,365,530,150,165,24750,2022-09-22 10:56:59.630,2022-09-22 10:56:59.950,0.32,medium,medium,0 days 00:51:49.630000,0 days 00:51:49.950000,3108,3110,3109.63,3109.9500000000003
176,380,388,564,164,176,28864,2022-09-22 10:57:34.511,2022-09-22 10:57:34.858,0.347,medium,medium_big,0 days 00:52:24.511000,0 days 00:52:24.858000,3143,3145,3144.5110000000004,3144.858
177,382,97,260,164,163,26732,2022-09-22 10:57:58.406,2022-09-22 10:57:58.792,0.386,medium,medium,0 days 00:52:48.406000,0 days 00:52:48.792000,3167,3169,3168.4060000000004,3168.7920000000004
178,384,140,307,170,167,28390,2022-09-22 10:58:05.579,2022-09-22 10:58:06.007,0.428,medium,medium,0 days 00:52:55.579000,0 days 00:52:56.007000,3174,3176,3175.579,3176.007
179,386,100,273,166,173,28718,2022-09-22 10:58:08.727,2022-09-22 10:58:09.113,0.386,medium,medium_big,0 days 00:52:58.727000,0 days 00:52:59.113000,3177,3179,3178.7270000000003,3179.1130000000003
180,388,362,541,202,179,36158,2022-09-22 10:58:35.808,2022-09-22 10:58:36.328,0.52,medium,medium_big,0 days 00:53:25.808000,0 days 00:53:26.328000,3205,3207,3205.808,3206.328
181,390,139,326,254,187,47498,2022-09-22 10:58:45.008,2022-09-22 10:58:45.741,0.733,medium,medium_big,0 days 00:53:35.008000,0 days 00:53:35.741000,3214,3216,3215.0080000000003,3215.741
182,392,521,569,167,48,8016,2022-09-22 10:58:49.408,2022-09-22 10:58:49.594,0.186,small,small,0 days 00:53:39.408000,0 days 00:53:39.594000,3218,3220,3219.4080000000004,3219.594
183,394,381,547,187,166,31042,2022-09-22 10:58:51.341,2022-09-22 10:58:52.101,0.76,medium,medium,0 days 00:53:41.341000,0 days 00:53:42.101000,3220,3222,3221.3410000000003,3222.101
184,396,92,352,430,260,111800,2022-09-22 10:59:11.035,2022-09-22 10:59:13.009,1.974,large,large,0 days 00:54:01.035000,0 days 00:54:03.009000,3241,3243,3241.0350000000003,3243.009
185,398,94,334,341,240,81840,2022-09-22 10:59:21.102,2022-09-22 10:59:24.942,3.84,large,large,0 days 00:54:11.102000,0 days 00:54:14.942000,3252,3254,3251.1020000000003,3254.942
186,400,109,274,162,165,26730,2022-09-22 10:59:27.169,2022-09-22 10:59:27.742,0.573,medium,medium,0 days 00:54:17.169000,0 days 00:54:17.742000,3256,3258,3257.1690000000003,3257.742
187,402,81,241,147,160,23520,2022-09-22 10:59:39.876,2022-09-22 10:59:40.302,0.426,medium,medium_small,0 days 00:54:29.876000,0 days 00:54:30.302000,3269,3271,3269.876,3270.302
188,404,376,553,194,177,34338,2022-09-22 10:59:48.916,2022-09-22 10:59:49.450,0.534,medium,medium_big,0 days 00:54:38.916000,0 days 00:54:39.450000,3278,3280,3278.916,3279.4500000000003
189,406,377,548,147,171,25137,2022-09-22 10:59:51.783,2022-09-22 10:59:52.277,0.494,medium,medium_big,0 days 00:54:41.783000,0 days 00:54:42.277000,3281,3283,3281.7830000000004,3282.277
190,408,147,308,188,161,30268,2022-09-22 11:00:05.944,2022-09-22 11:00:06.371,0.427,medium,medium,0 days 00:54:55.944000,0 days 00:54:56.371000,3295,3297,3295.9440000000004,3296.371
191,410,131,293,150,162,24300,2022-09-22 11:00:22.772,2022-09-22 11:00:23.077,0.305,medium,medium,0 days 00:55:12.772000,0 days 00:55:13.077000,3311,3313,3312.7720000000004,3313.077
192,412,420,573,152,153,23256,2022-09-22 11:00:36.038,2022-09-22 11:00:36.345,0.307,medium,medium_small,0 days 00:55:26.038000,0 days 00:55:26.345000,3325,3327,3326.038,3326.3450000000003
193,414,93,258,144,165,23760,2022-09-22 11:00:49.585,2022-09-22 11:00:49.945,0.36,medium,medium,0 days 00:55:39.585000,0 days 00:55:39.945000,3338,3340,3339.585,3339.945
194,416,72,237,157,165,25905,2022-09-22 11:00:56.839,2022-09-22 11:00:57.213,0.374,medium,medium,0 days 00:55:46.839000,0 days 00:55:47.213000,3346,3348,3346.8390000000004,3347.213
195,418,399,563,169,164,27716,2022-09-22 11:00:58.159,2022-09-22 11:00:58.599,0.44,medium,medium,0 days 00:55:48.159000,0 days 00:55:48.599000,3347,3349,3348.159,3348.599
196,420,114,278,146,164,23944,2022-09-22 11:01:12.759,2022-09-22 11:01:13.146,0.387,medium,medium,0 days 00:56:02.759000,0 days 00:56:03.146000,3361,3363,3362.759,3363.146
197,422,90,244,147,154,22638,2022-09-22 11:01:24.346,2022-09-22 11:01:24.706,0.36,medium,medium_small,0 days 00:56:14.346000,0 days 00:56:14.706000,3373,3375,3374.346,3374.706
198,424,351,514,182,163,29666,2022-09-22 11:01:29.894,2022-09-22 11:01:30.320,0.426,medium,medium,0 days 00:56:19.894000,0 days 00:56:20.320000,3379,3381,3379.8940000000002,3380.32
199,426,128,199,174,71,12354,2022-09-22 11:01:34.067,2022-09-22 11:01:34.187,0.12,small,small,0 days 00:56:24.067000,0 days 00:56:24.187000,3383,3385,3384.067,3384.1870000000004
200,428,208,288,167,80,13360,2022-09-22 11:01:35.947,2022-09-22 11:01:36.107,0.16,small,small,0 days 00:56:25.947000,0 days 00:56:26.107000,3385,3387,3385.947,3386.1070000000004
201,430,141,303,170,162,27540,2022-09-22 11:01:39.667,2022-09-22 11:01:40.040,0.373,medium,medium,0 days 00:56:29.667000,0 days 00:56:30.040000,3388,3390,3389.6670000000004,3390.0400000000004
202,432,100,258,184,158,29072,2022-09-22 11:01:52.321,2022-09-22 11:01:52.735,0.414,medium,medium_small,0 days 00:56:42.321000,0 days 00:56:42.735000,3401,3403,3402.3210000000004,3402.735
203,434,153,312,188,159,29892,2022-09-22 11:02:07.721,2022-09-22 11:02:08.108,0.387,medium,medium_small,0 days 00:56:57.721000,0 days 00:56:58.108000,3416,3418,3417.721,3418.108
204,436,167,331,158,164,25912,2022-09-22 11:02:13.255,2022-09-22 11:02:13.575,0.32,medium,medium,0 days 00:57:03.255000,0 days 00:57:03.575000,3422,3424,3423.255,3423.5750000000003
205,438,396,562,151,166,25066,2022-09-22 11:02:42.896,2022-09-22 11:02:43.309,0.413,medium,medium,0 days 00:57:32.896000,0 days 00:57:33.309000,3452,3454,3452.896,3453.309
206,440,114,274,155,160,24800,2022-09-22 11:02:51.149,2022-09-22 11:02:51.483,0.334,medium,medium_small,0 days 00:57:41.149000,0 days 00:57:41.483000,3460,3462,3461.1490000000003,3461.483
207,442,150,307,159,157,24963,2022-09-22 11:02:54.963,2022-09-22 11:02:55.243,0.28,medium,medium_small,0 days 00:57:44.963000,0 days 00:57:45.243000,3464,3466,3464.963,3465.2430000000004
208,444,95,253,155,158,24490,2022-09-22 11:03:22.004,2022-09-22 11:03:22.378,0.374,medium,medium_small,0 days 00:58:12.004000,0 days 00:58:12.378000,3491,3493,3492.0040000000004,3492.378
209,446,384,574,255,190,48450,2022-09-22 11:03:22.018,2022-09-22 11:03:22.538,0.52,medium,medium_big,0 days 00:58:12.018000,0 days 00:58:12.538000,3491,3493,3492.018,3492.538
210,448,322,590,430,268,115240,2022-09-22 11:04:10.006,2022-09-22 11:04:12.139,2.133,large,large,0 days 00:59:00.006000,0 days 00:59:02.139000,3540,3542,3540.0060000000003,3542.139
211,450,330,590,435,260,113100,2022-09-22 11:04:16.406,2022-09-22 11:04:19.445,3.039,large,large,0 days 00:59:06.406000,0 days 00:59:09.445000,3546,3548,3546.4060000000004,3549.445
212,452,312,472,155,160,24800,2022-09-22 11:04:24.726,2022-09-22 11:04:25.140,0.414,medium,medium_small,0 days 00:59:14.726000,0 days 00:59:15.140000,3553,3555,3554.726,3555.1400000000003
213,454,101,265,159,164,26076,2022-09-22 11:04:54.994,2022-09-22 11:04:55.381,0.387,medium,medium,0 days 00:59:44.994000,0 days 00:59:45.381000,3584,3586,3584.994,3585.3810000000003
214,456,482,535,163,53,8639,2022-09-22 11:04:59.247,2022-09-22 11:04:59.394,0.147,small,small,0 days 00:59:49.247000,0 days 00:59:49.394000,3588,3590,3589.2470000000003,3589.3940000000002
215,458,73,235,158,162,25596,2022-09-22 11:04:59.181,2022-09-22 11:04:59.554,0.373,medium,medium,0 days 00:59:49.181000,0 days 00:59:49.554000,3588,3590,3589.181,3589.554
216,460,97,258,149,161,23989,2022-09-22 11:05:05.982,2022-09-22 11:05:06.314,0.332,medium,medium,0 days 00:59:55.982000,0 days 00:59:56.314000,3595,3597,3595.9820000000004,3596.3140000000003
217,462,78,146,171,68,11628,2022-09-22 11:05:25.888,2022-09-22 11:05:25.982,0.094,small,small,0 days 01:00:15.888000,0 days 01:00:15.982000,3614,3616,3615.8880000000004,3615.9820000000004
218,464,378,605,339,227,76953,2022-09-22 11:05:24.023,2022-09-22 11:05:26.168,2.145,large,large,0 days 01:00:14.023000,0 days 01:00:16.168000,3614,3616,3614.023,3616.168
219,466,75,240,167,165,27555,2022-09-22 11:05:52.396,2022-09-22 11:05:52.703,0.307,medium,medium,0 days 01:00:42.396000,0 days 01:00:42.703000,3641,3643,3642.396,3642.7030000000004
220,468,389,547,173,158,27334,2022-09-22 11:05:52.556,2022-09-22 11:05:52.983,0.427,medium,medium_small,0 days 01:00:42.556000,0 days 01:00:42.983000,3641,3643,3642.556,3642.983
221,470,350,511,160,161,25760,2022-09-22 11:05:55.889,2022-09-22 11:05:56.196,0.307,medium,medium,0 days 01:00:45.889000,0 days 01:00:46.196000,3645,3647,3645.889,3646.1960000000004
222,472,407,555,146,148,21608,2022-09-22 11:06:03.024,2022-09-22 11:06:03.316,0.292,medium,medium_small,0 days 01:00:53.024000,0 days 01:00:53.316000,3652,3654,3653.0240000000003,3653.3160000000003
223,474,49,98,170,49,8330,2022-09-22 11:06:47.971,2022-09-22 11:06:48.131,0.16,small,small,0 days 01:01:37.971000,0 days 01:01:38.131000,3697,3699,3697.971,3698.1310000000003
224,476,143,302,154,159,24486,2022-09-22 11:06:56.038,2022-09-22 11:06:56.398,0.36,medium,medium_small,0 days 01:01:46.038000,0 days 01:01:46.398000,3705,3707,3706.038,3706.398
225,478,167,331,182,164,29848,2022-09-22 11:06:58.878,2022-09-22 11:06:59.331,0.453,medium,medium,0 days 01:01:48.878000,0 days 01:01:49.331000,3708,3710,3708.878,3709.331
226,480,402,567,155,165,25575,2022-09-22 11:07:11.306,2022-09-22 11:07:11.652,0.346,medium,medium,0 days 01:02:01.306000,0 days 01:02:01.652000,3720,3722,3721.306,3721.652
227,482,95,263,147,168,24696,2022-09-22 11:07:12.599,2022-09-22 11:07:12.959,0.36,medium,medium,0 days 01:02:02.599000,0 days 01:02:02.959000,3721,3723,3722.599,3722.9590000000003
228,484,512,554,153,42,6426,2022-09-22 11:07:14.292,2022-09-22 11:07:14.439,0.147,small,small,0 days 01:02:04.292000,0 days 01:02:04.439000,3723,3725,3724.2920000000004,3724.4390000000003
229,486,126,293,170,167,28390,2022-09-22 11:07:15.732,2022-09-22 11:07:16.146,0.414,medium,medium,0 days 01:02:05.732000,0 days 01:02:06.146000,3724,3726,3725.7320000000004,3726.146
230,488,92,259,163,167,27221,2022-09-22 11:07:19.839,2022-09-22 11:07:20.186,0.347,medium,medium,0 days 01:02:09.839000,0 days 01:02:10.186000,3729,3731,3729.8390000000004,3730.186
231,490,359,521,169,162,27378,2022-09-22 11:07:58.294,2022-09-22 11:07:58.640,0.346,medium,medium,0 days 01:02:48.294000,0 days 01:02:48.640000,3767,3769,3768.2940000000003,3768.6400000000003
232,492,134,302,150,168,25200,2022-09-22 11:08:48.935,2022-09-22 11:08:49.242,0.307,medium,medium,0 days 01:03:38.935000,0 days 01:03:39.242000,3818,3820,3818.9350000000004,3819.242
233,494,357,542,177,185,32745,2022-09-22 11:09:01.123,2022-09-22 11:09:01.470,0.347,medium,medium_big,0 days 01:03:51.123000,0 days 01:03:51.470000,3830,3832,3831.123,3831.4700000000003
234,496,346,517,159,171,27189,2022-09-22 11:09:04.510,2022-09-22 11:09:04.830,0.32,medium,medium_big,0 days 01:03:54.510000,0 days 01:03:54.830000,3833,3835,3834.51,3834.8300000000004
235,498,389,534,152,145,22040,2022-09-22 11:09:16.670,2022-09-22 11:09:16.963,0.293,medium,medium_small,0 days 01:04:06.670000,0 days 01:04:06.963000,3845,3847,3846.67,3846.963
236,500,58,305,340,247,83980,2022-09-22 11:09:27.043,2022-09-22 11:09:29.563,2.52,large,large,0 days 01:04:17.043000,0 days 01:04:19.563000,3857,3859,3857.043,3859.563
237,502,365,526,167,161,26887,2022-09-22 11:09:40.737,2022-09-22 11:09:41.124,0.387,medium,medium,0 days 01:04:30.737000,0 days 01:04:31.124000,3869,3871,3870.737,3871.1240000000003
238,504,104,263,150,159,23850,2022-09-22 11:09:57.164,2022-09-22 11:09:57.538,0.374,medium,medium_small,0 days 01:04:47.164000,0 days 01:04:47.538000,3886,3888,3887.164,3887.5380000000005
239,506,380,550,190,170,32300,2022-09-22 11:10:56.540,2022-09-22 11:10:56.980,0.44,medium,medium,0 days 01:05:46.540000,0 days 01:05:46.980000,3945,3947,3946.5400000000004,3946.9800000000005
240,508,416,589,156,173,26988,2022-09-22 11:11:20.795,2022-09-22 11:11:21.261,0.466,medium,medium_big,0 days 01:06:10.795000,0 days 01:06:11.261000,3970,3972,3970.795,3971.2610000000004
241,510,105,272,156,167,26052,2022-09-22 11:11:22.115,2022-09-22 11:11:22.435,0.32,medium,medium,0 days 01:06:12.115000,0 days 01:06:12.435000,3971,3973,3972.1150000000002,3972.4350000000004
242,512,371,537,144,166,23904,2022-09-22 11:11:58.156,2022-09-22 11:11:58.476,0.32,medium,medium,0 days 01:06:48.156000,0 days 01:06:48.476000,4007,4009,4008.1560000000004,4008.476
243,514,404,575,154,171,26334,2022-09-22 11:12:07.357,2022-09-22 11:12:07.797,0.44,medium,medium_big,0 days 01:06:57.357000,0 days 01:06:57.797000,4016,4018,4017.3570000000004,4017.797
244,516,104,268,162,164,26568,2022-09-22 11:12:48.664,2022-09-22 11:12:48.970,0.306,medium,medium,0 days 01:07:38.664000,0 days 01:07:38.970000,4057,4059,4058.664,4058.9700000000003
245,518,341,590,339,249,84411,2022-09-22 11:12:54.104,2022-09-22 11:12:56.224,2.12,large,large,0 days 01:07:44.104000,0 days 01:07:46.224000,4064,4066,4064.1040000000003,4066.224
246,520,365,527,158,162,25596,2022-09-22 11:13:28.799,2022-09-22 11:13:29.092,0.293,medium,medium,0 days 01:08:18.799000,0 days 01:08:19.092000,4097,4099,4098.799,4099.092000000001
247,522,380,540,160,160,25600,2022-09-22 11:13:34.532,2022-09-22 11:13:34.946,0.414,medium,medium_small,0 days 01:08:24.532000,0 days 01:08:24.946000,4103,4105,4104.532,4104.946
248,524,83,259,161,176,28336,2022-09-22 11:13:42.106,2022-09-22 11:13:42.480,0.374,medium,medium_big,0 days 01:08:32.106000,0 days 01:08:32.480000,4111,4113,4112.106000000001,4112.4800000000005
249,526,376,537,176,161,28336,2022-09-22 11:14:00.747,2022-09-22 11:14:01.241,0.494,medium,medium,0 days 01:08:50.747000,0 days 01:08:51.241000,4129,4131,4130.747,4131.241
250,528,380,532,153,152,23256,2022-09-22 11:14:09.521,2022-09-22 11:14:09.867,0.346,medium,medium_small,0 days 01:08:59.521000,0 days 01:08:59.867000,4138,4140,4139.521000000001,4139.867
251,530,120,290,189,170,32130,2022-09-22 11:14:12.921,2022-09-22 11:14:13.427,0.506,medium,medium,0 days 01:09:02.921000,0 days 01:09:03.427000,4142,4144,4142.921,4143.427000000001
252,532,375,536,165,161,26565,2022-09-22 11:14:21.027,2022-09-22 11:14:21.361,0.334,medium,medium,0 days 01:09:11.027000,0 days 01:09:11.361000,4150,4152,4151.027,4151.361
253,534,114,287,225,173,38925,2022-09-22 11:14:49.055,2022-09-22 11:14:49.562,0.507,medium,medium_big,0 days 01:09:39.055000,0 days 01:09:39.562000,4178,4180,4179.055,4179.562
254,536,106,288,175,182,31850,2022-09-22 11:14:51.962,2022-09-22 11:14:52.402,0.44,medium,medium_big,0 days 01:09:41.962000,0 days 01:09:42.402000,4181,4183,4181.962,4182.402
255,538,102,272,201,170,34170,2022-09-22 11:15:17.656,2022-09-22 11:15:18.056,0.4,medium,medium,0 days 01:10:07.656000,0 days 01:10:08.056000,4206,4208,4207.656,4208.0560000000005
256,540,371,538,169,167,28223,2022-09-22 11:15:54.430,2022-09-22 11:15:54.804,0.374,medium,medium,0 days 01:10:44.430000,0 days 01:10:44.804000,4243,4245,4244.43,4244.804
257,542,341,493,155,152,23560,2022-09-22 11:16:01.685,2022-09-22 11:16:02.045,0.36,medium,medium_small,0 days 01:10:51.685000,0 days 01:10:52.045000,4250,4252,4251.685,4252.045
258,544,117,290,190,173,32870,2022-09-22 11:16:18.698,2022-09-22 11:16:19.098,0.4,medium,medium_big,0 days 01:11:08.698000,0 days 01:11:09.098000,4267,4269,4268.698,4269.098
259,546,90,263,146,173,25258,2022-09-22 11:16:48.513,2022-09-22 11:16:48.886,0.373,medium,medium_big,0 days 01:11:38.513000,0 days 01:11:38.886000,4297,4299,4298.513,4298.886
260,548,105,265,164,160,26240,2022-09-22 11:16:51.392,2022-09-22 11:16:51.767,0.375,medium,medium_small,0 days 01:11:41.392000,0 days 01:11:41.767000,4300,4302,4301.392,4301.767
261,550,108,274,148,166,24568,2022-09-22 11:17:50.849,2022-09-22 11:17:51.181,0.332,medium,medium,0 days 01:12:40.849000,0 days 01:12:41.181000,4360,4362,4360.849,4361.1810000000005
262,552,321,577,362,256,92672,2022-09-22 11:18:33.223,2022-09-22 11:18:34.543,1.32,large,large,0 days 01:13:23.223000,0 days 01:13:24.543000,4402,4404,4403.223,4404.543000000001
263,554,341,493,152,152,23104,2022-09-22 11:18:41.156,2022-09-22 11:18:41.916,0.76,medium,medium_small,0 days 01:13:31.156000,0 days 01:13:31.916000,4410,4412,4411.156,4411.916
264,556,48,292,338,244,82472,2022-09-22 11:19:06.077,2022-09-22 11:19:08.304,2.227,large,large,0 days 01:13:56.077000,0 days 01:13:58.304000,4436,4438,4436.077,4438.304
265,558,109,264,158,155,24490,2022-09-22 11:19:10.144,2022-09-22 11:19:10.492,0.348,medium,medium_small,0 days 01:14:00.144000,0 days 01:14:00.492000,4439,4441,4440.144,4440.492
266,560,108,278,147,170,24990,2022-09-22 11:19:13.544,2022-09-22 11:19:14.024,0.48,medium,medium,0 days 01:14:03.544000,0 days 01:14:04.024000,4442,4444,4443.544,4444.024
267,562,97,271,197,174,34278,2022-09-22 11:19:18.398,2022-09-22 11:19:18.878,0.48,medium,medium_big,0 days 01:14:08.398000,0 days 01:14:08.878000,4447,4449,4448.398,4448.878000000001
268,564,45,297,73,252,18396,2022-09-22 11:19:19.078,2022-09-22 11:19:19.465,0.387,large,large,0 days 01:14:09.078000,0 days 01:14:09.465000,4448,4450,4449.078,4449.465
269,566,107,276,186,169,31434,2022-09-22 11:19:37.012,2022-09-22 11:19:37.678,0.666,medium,medium,0 days 01:14:27.012000,0 days 01:14:27.678000,4466,4468,4467.012000000001,4467.678
270,568,401,588,250,187,46750,2022-09-22 11:19:41.465,2022-09-22 11:19:41.905,0.44,medium,medium_big,0 days 01:14:31.465000,0 days 01:14:31.905000,4470,4472,4471.465,4471.905000000001
271,570,85,258,187,173,32351,2022-09-22 11:19:54.453,2022-09-22 11:19:54.946,0.493,medium,medium_big,0 days 01:14:44.453000,0 days 01:14:44.946000,4483,4485,4484.453,4484.946
272,572,85,268,163,183,29829,2022-09-22 11:19:56.333,2022-09-22 11:19:56.746,0.413,medium,medium_big,0 days 01:14:46.333000,0 days 01:14:46.746000,4485,4487,4486.3330000000005,4486.746
273,574,365,552,250,187,46750,2022-09-22 11:20:03.879,2022-09-22 11:20:04.319,0.44,medium,medium_big,0 days 01:14:53.879000,0 days 01:14:54.319000,4493,4495,4493.879,4494.319
274,576,360,532,167,172,28724,2022-09-22 11:21:46.603,2022-09-22 11:21:46.963,0.36,medium,medium_big,0 days 01:16:36.603000,0 days 01:16:36.963000,4595,4597,4596.603,4596.963000000001
275,578,411,560,141,149,21009,2022-09-22 11:22:19.991,2022-09-22 11:22:20.311,0.32,medium,medium_small,0 days 01:17:09.991000,0 days 01:17:10.311000,4629,4631,4629.991,4630.311000000001
276,580,60,313,356,253,90068,2022-09-22 11:22:30.431,2022-09-22 11:22:31.619,1.188,large,large,0 days 01:17:20.431000,0 days 01:17:21.619000,4640,4642,4640.4310000000005,4641.619000000001
